File,Selection,Gender,Speaker ID,y_true,y_pred,Dataset
NP_m_68_gio04b.wav,NP,m,68,gio,gio,train
PR_m_68_tri03c.wav,PR,m,68,tri,tri,train
PR_m_68_rab16b.wav,PR,m,68,rab,rab,train
NP_m_68_tri17b.wav,NP,m,68,tri,tri,train
PR_m_68_rab01c.wav,PR,m,68,rab,rab,train
NP_m_68_dis04b.wav,NP,m,68,dis,dis,train
NP_m_68_tri06b.wav,NP,m,68,tri,tri,train
NP_m_68_pau03c.wav,NP,m,68,pau,pau,train
NP_m_68_dis01b.wav,NP,m,68,dis,dis,train
NP_m_68_rab01b.wav,NP,m,68,rab,rab,train
NP_m_68_rab04c.wav,NP,m,68,rab,rab,train
NP_m_68_pau00a.wav,NP,m,68,pau,pau,train
PR_m_68_pau12b.wav,PR,m,68,pau,pau,train
NP_m_68_gio00a.wav,NP,m,68,gio,gio,train
NP_m_68_rab13b.wav,NP,m,68,rab,rab,train
NP_m_68_dis07b.wav,NP,m,68,dis,dis,train
NP_m_68_rab06b.wav,NP,m,68,rab,rab,train
NP_m_68_tri13b.wav,NP,m,68,tri,tri,train
PR_m_68_col04c.wav,PR,m,68,col,col,train
NP_m_68_dis10b.wav,NP,m,68,dis,dis,train
NP_m_68_tri08b.wav,NP,m,68,tri,tri,train
NP_m_68_tri01c.wav,NP,m,68,tri,tri,train
NP_m_68_col11b.wav,NP,m,68,col,col,train
NP_m_68_dis03c.wav,NP,m,68,dis,dis,train
PR_m_68_gio11b.wav,PR,m,68,gio,gio,train
PR_m_68_sor07b.wav,PR,m,68,sor,sor,train
PR_m_68_col00a.wav,PR,m,68,col,col,train
NP_m_68_col04b.wav,NP,m,68,col,col,train
NP_m_68_tri19b.wav,NP,m,68,tri,tri,train
NP_m_68_dis02c.wav,NP,m,68,dis,dis,train
NP_m_68_dis02b.wav,NP,m,68,dis,dis,train
PR_m_68_rab10b.wav,PR,m,68,rab,rab,train
NP_m_68_tri14b.wav,NP,m,68,tri,tri,train
NP_m_68_sor03b.wav,NP,m,68,sor,sor,train
PR_m_68_sor05b.wav,PR,m,68,sor,sor,train
PR_m_68_pau14b.wav,PR,m,68,pau,pau,train
NP_m_68_gio01b.wav,NP,m,68,gio,gio,train
PR_m_68_rab20b.wav,PR,m,68,rab,rab,train
NP_m_68_pau07b.wav,NP,m,68,pau,pau,train
NP_m_68_sor06b.wav,NP,m,68,sor,sor,train
NP_m_68_sor02b.wav,NP,m,68,sor,sor,train
NP_m_68_gio16b.wav,NP,m,68,gio,gio,train
NP_m_68_col05c.wav,NP,m,68,col,col,train
NP_m_68_pau04b.wav,NP,m,68,pau,pau,train
PR_m_68_rab18b.wav,PR,m,68,rab,rab,train
NP_m_68_gio05b.wav,NP,m,68,gio,gio,train
NP_m_68_dis09b.wav,NP,m,68,dis,dis,train
NP_m_68_pau05b.wav,NP,m,68,pau,pau,train
NP_m_68_rab09b.wav,NP,m,68,rab,rab,train
NP_m_68_rab05b.wav,NP,m,68,rab,rab,train
NP_m_68_dis05c.wav,NP,m,68,dis,dis,train
NP_m_68_col03b.wav,NP,m,68,col,col,train
NP_m_68_gio12b.wav,NP,m,68,gio,gio,train
NP_m_68_pau09b.wav,NP,m,68,pau,pau,train
NP_m_68_sor04b.wav,NP,m,68,sor,sor,train
NP_m_68_rab02c.wav,NP,m,68,rab,rab,train
PR_m_68_gio17b.wav,PR,m,68,gio,gio,train
PR_m_68_tri02c.wav,PR,m,68,tri,tri,train
PR_m_68_col12b.wav,PR,m,68,col,col,train
PR_m_68_col01c.wav,PR,m,68,col,col,train
NP_m_68_dis06b.wav,NP,m,68,dis,dis,train
NP_m_68_rab07b.wav,NP,m,68,rab,rab,train
NP_m_68_sor11b.wav,NP,m,68,sor,sor,train
NP_m_68_sor12b.wav,NP,m,68,sor,sor,train
NP_m_68_sor13b.wav,NP,m,68,sor,sor,train
NP_m_68_tri16b.wav,NP,m,68,tri,tri,train
NP_m_68_pau13b.wav,NP,m,68,pau,pau,train
NP_m_68_pau03b.wav,NP,m,68,pau,pau,train
NP_m_68_sor08b.wav,NP,m,68,sor,sor,train
PR_m_68_gio02c.wav,PR,m,68,gio,gio,train
PR_m_68_rab14b.wav,PR,m,68,rab,rab,train
NP_m_68_tri15b.wav,NP,m,68,tri,tri,train
PR_m_68_gio18b.wav,PR,m,68,gio,gio,train
NP_m_68_col09b.wav,NP,m,68,col,col,train
NP_m_68_tri11b.wav,NP,m,68,tri,tri,train
NP_m_68_tri12b.wav,NP,m,68,tri,tri,train
NP_m_68_col02b.wav,NP,m,68,col,col,train
NP_m_68_gio06b.wav,NP,m,68,gio,gio,train
NP_m_68_pau02b.wav,NP,m,68,pau,pau,train
NP_m_68_col05b.wav,NP,m,68,col,col,train
PR_m_68_gio20b.wav,PR,m,68,gio,gio,train
NP_m_68_tri10b.wav,NP,m,68,tri,tri,train
NP_m_68_pau06b.wav,NP,m,68,pau,pau,train
NP_m_68_col01b.wav,NP,m,68,col,col,train
NP_m_68_tri05b.wav,NP,m,68,tri,tri,train
NP_m_68_tri07b.wav,NP,m,68,tri,tri,dev
NP_m_68_gio04c.wav,NP,m,68,gio,gio,dev
NP_m_68_dis05b.wav,NP,m,68,dis,dis,dev
PR_m_68_pau01c.wav,PR,m,68,pau,pau,dev
PR_m_68_sor00a.wav,PR,m,68,sor,sor,dev
NP_m_68_tri03b.wav,NP,m,68,tri,tri,dev
PR_m_68_rab00a.wav,PR,m,68,rab,rab,dev
PR_m_68_pau15b.wav,PR,m,68,pau,pau,dev
NP_m_68_gio02b.wav,NP,m,68,gio,gio,dev
NP_m_68_sor01b.wav,NP,m,68,sor,sor,dev
PR_m_68_dis04c.wav,PR,m,68,dis,dis,dev
PR_m_68_col13b.wav,PR,m,68,col,col,dev
NP_m_68_col08b.wav,NP,m,68,col,col,dev
PR_m_68_col03c.wav,PR,m,68,col,col,dev
NP_m_68_gio07b.wav,NP,m,68,gio,gio,dev
NP_m_68_rab04b.wav,NP,m,68,rab,rab,dev
PR_m_68_tri00a.wav,PR,m,68,tri,tri,dev
NP_m_68_tri18b.wav,NP,m,68,tri,tri,dev
PR_m_68_sor01c.wav,PR,m,68,sor,sor,dev
NP_m_68_pau08b.wav,NP,m,68,pau,pau,dev
PR_m_68_rab19b.wav,PR,m,68,rab,rab,dev
PR_m_68_rab17b.wav,PR,m,68,rab,rab,dev
PR_m_68_pau02c.wav,PR,m,68,pau,pau,test
NP_m_68_dis08b.wav,NP,m,68,dis,tri,test
NP_m_68_dis03b.wav,NP,m,68,dis,dis,test
NP_m_68_tri02b.wav,NP,m,68,tri,tri,test
NP_m_68_rab02b.wav,NP,m,68,rab,rab,test
NP_m_68_rab03c.wav,NP,m,68,rab,rab,test
NP_m_68_col06b.wav,NP,m,68,col,tri,test
NP_m_68_rab08b.wav,NP,m,68,rab,col,test
PR_m_68_col02c.wav,PR,m,68,col,tri,test
NP_m_68_gio15b.wav,NP,m,68,gio,rab,test
NP_m_68_tri04b.wav,NP,m,68,tri,rab,test
NP_m_68_col10b.wav,NP,m,68,col,col,test
