File,Selection,Gender,Speaker ID,y_true,y_pred,Dataset
NP_f_48_dis12b.wav,NP,f,48,dis,dis,train
NP_f_48_pau02c.wav,NP,f,48,pau,pau,train
NP_f_48_rab02b.wav,NP,f,48,rab,rab,train
NP_f_48_tri04b.wav,NP,f,48,tri,tri,train
NP_f_48_rab18b.wav,NP,f,48,rab,rab,train
NP_f_48_dis06b.wav,NP,f,48,dis,dis,train
NP_f_48_dis11b.wav,NP,f,48,dis,dis,train
NP_f_48_sor05b.wav,NP,f,48,sor,sor,train
NP_f_48_dis14b.wav,NP,f,48,dis,dis,train
NP_f_48_rab01c.wav,NP,f,48,rab,rab,train
NP_f_48_dis00a.wav,NP,f,48,dis,dis,train
NP_f_48_gio04b.wav,NP,f,48,gio,gio,train
NP_f_48_sor01b.wav,NP,f,48,sor,sor,train
NP_f_48_tri07b.wav,NP,f,48,tri,tri,train
NP_f_48_pau01b.wav,NP,f,48,pau,pau,train
NP_f_48_dis04b.wav,NP,f,48,dis,dis,train
NP_f_48_rab02c.wav,NP,f,48,rab,rab,train
NP_f_48_gio07b.wav,NP,f,48,gio,gio,train
NP_f_48_tri08b.wav,NP,f,48,tri,tri,train
NP_f_48_rab13b.wav,NP,f,48,rab,rab,train
NP_f_48_sor00a.wav,NP,f,48,sor,sor,train
NP_f_48_col03b.wav,NP,f,48,col,col,train
NP_f_48_dis09b.wav,NP,f,48,dis,dis,train
NP_f_48_gio16b.wav,NP,f,48,gio,gio,train
NP_f_48_col12b.wav,NP,f,48,col,col,train
NP_f_48_col00a.wav,NP,f,48,col,col,train
NP_f_48_rab09b.wav,NP,f,48,rab,rab,train
NP_f_48_dis16b.wav,NP,f,48,dis,dis,train
NP_f_48_rab20b.wav,NP,f,48,rab,rab,train
NP_f_48_tri02b.wav,NP,f,48,tri,tri,train
NP_f_48_tri02c.wav,NP,f,48,tri,tri,train
NP_f_48_rab11b.wav,NP,f,48,rab,rab,train
NP_f_48_gio20b.wav,NP,f,48,gio,gio,train
NP_f_48_tri03b.wav,NP,f,48,tri,tri,train
NP_f_48_sor07b.wav,NP,f,48,sor,sor,train
NP_f_48_gio15b.wav,NP,f,48,gio,gio,train
NP_f_48_col03c.wav,NP,f,48,col,col,train
NP_f_48_sor08b.wav,NP,f,48,sor,sor,train
NP_f_48_sor03b.wav,NP,f,48,sor,sor,train
NP_f_48_gio18b.wav,NP,f,48,gio,gio,train
NP_f_48_dis10b.wav,NP,f,48,dis,dis,train
NP_f_48_pau02b.wav,NP,f,48,pau,pau,train
NP_f_48_rab16b.wav,NP,f,48,rab,rab,train
NP_f_48_pau09b.wav,NP,f,48,pau,pau,train
NP_f_48_dis01c.wav,NP,f,48,dis,dis,train
NP_f_48_col10b.wav,NP,f,48,col,col,train
NP_f_48_rab06b.wav,NP,f,48,rab,rab,train
NP_f_48_pau04b.wav,NP,f,48,pau,pau,train
NP_f_48_rab05b.wav,NP,f,48,rab,rab,train
NP_f_48_gio03b.wav,NP,f,48,gio,gio,train
NP_f_48_tri13b.wav,NP,f,48,tri,tri,train
NP_f_48_rab14b.wav,NP,f,48,rab,rab,train
NP_f_48_col01c.wav,NP,f,48,col,col,train
NP_f_48_dis19b.wav,NP,f,48,dis,dis,train
NP_f_48_pau07b.wav,NP,f,48,pau,pau,train
NP_f_48_sor09b.wav,NP,f,48,sor,sor,train
NP_f_48_rab04b.wav,NP,f,48,rab,rab,train
NP_f_48_tri10b.wav,NP,f,48,tri,tri,train
NP_f_48_sor02b.wav,NP,f,48,sor,sor,train
NP_f_48_gio11b.wav,NP,f,48,gio,gio,train
NP_f_48_dis07b.wav,NP,f,48,dis,dis,train
NP_f_48_pau15b.wav,NP,f,48,pau,pau,train
