File,Selection,Gender,Speaker ID,y_true,y_pred,Train,Fold
NP_m_66_gio00a.wav,NP,m,66,gio,gio,1,5
NP_m_66_gio01c.wav,NP,m,66,gio,gio,1,5
NP_m_66_gio02b.wav,NP,m,66,gio,gio,1,5
NP_m_66_gio02c.wav,NP,m,66,gio,gio,1,5
NP_m_66_gio03b.wav,NP,m,66,gio,gio,1,5
NP_m_66_gio03c.wav,NP,m,66,gio,gio,1,5
NP_m_66_gio04b.wav,NP,m,66,gio,gio,1,5
NP_m_66_gio05b.wav,NP,m,66,gio,gio,1,5
NP_m_66_gio06b.wav,NP,m,66,gio,gio,1,5
NP_m_66_gio07b.wav,NP,m,66,gio,gio,1,5
NP_m_66_gio08b.wav,NP,m,66,gio,gio,1,5
NP_m_66_gio09b.wav,NP,m,66,gio,gio,1,5
NP_m_66_gio11b.wav,NP,m,66,gio,gio,1,5
NP_m_66_gio14b.wav,NP,m,66,gio,gio,1,5
NP_m_66_gio15b.wav,NP,m,66,gio,gio,1,5
NP_m_66_gio16b.wav,NP,m,66,gio,gio,1,5
NP_m_66_gio17b.wav,NP,m,66,gio,gio,1,5
NP_m_66_gio18b.wav,NP,m,66,gio,gio,1,5
NP_m_66_pau01b.wav,NP,m,66,pau,pau,1,5
NP_m_66_pau02b.wav,NP,m,66,pau,pau,1,5
NP_m_66_pau02c.wav,NP,m,66,pau,pau,1,5
NP_m_66_pau03b.wav,NP,m,66,pau,pau,1,5
NP_m_66_pau04b.wav,NP,m,66,pau,pau,1,5
NP_m_66_pau07b.wav,NP,m,66,pau,pau,1,5
NP_m_66_pau08b.wav,NP,m,66,pau,pau,1,5
NP_m_66_pau10b.wav,NP,m,66,pau,pau,1,5
NP_m_66_pau11b.wav,NP,m,66,pau,pau,1,5
NP_m_66_rab00a.wav,NP,m,66,rab,rab,1,5
NP_m_66_rab01b.wav,NP,m,66,rab,rab,1,5
NP_m_66_rab01c.wav,NP,m,66,rab,rab,1,5
NP_m_66_rab02b.wav,NP,m,66,rab,rab,1,5
NP_m_66_rab02c.wav,NP,m,66,rab,rab,1,5
NP_m_66_rab04b.wav,NP,m,66,rab,rab,1,5
NP_m_66_rab06b.wav,NP,m,66,rab,rab,1,5
NP_m_66_rab07b.wav,NP,m,66,rab,rab,1,5
NP_m_66_rab08b.wav,NP,m,66,rab,rab,1,5
NP_m_66_rab09b.wav,NP,m,66,rab,rab,1,5
NP_m_66_rab10b.wav,NP,m,66,rab,rab,1,5
NP_m_66_rab11b.wav,NP,m,66,rab,rab,1,5
NP_m_66_rab12b.wav,NP,m,66,rab,rab,1,5
NP_m_66_rab13b.wav,NP,m,66,rab,rab,1,5
NP_m_66_rab14b.wav,NP,m,66,rab,rab,1,5
NP_m_66_rab15b.wav,NP,m,66,rab,rab,1,5
NP_m_66_rab16b.wav,NP,m,66,rab,rab,1,5
NP_m_66_rab17b.wav,NP,m,66,rab,rab,1,5
NP_m_66_rab18b.wav,NP,m,66,rab,rab,1,5
NP_m_66_rab19b.wav,NP,m,66,rab,rab,1,5
NP_m_66_sor01b.wav,NP,m,66,sor,sor,1,5
NP_m_66_sor02b.wav,NP,m,66,sor,sor,1,5
NP_m_66_sor03b.wav,NP,m,66,sor,sor,1,5
NP_m_66_sor04b.wav,NP,m,66,sor,sor,1,5
NP_m_66_sor09b.wav,NP,m,66,sor,sor,1,5
NP_m_66_sor10b.wav,NP,m,66,sor,sor,1,5
NP_m_66_sor11b.wav,NP,m,66,sor,sor,1,5
NP_m_66_sor12b.wav,NP,m,66,sor,sor,1,5
NP_m_66_sor13b.wav,NP,m,66,sor,sor,1,5
NP_m_66_tri08b.wav,NP,m,66,tri,tri,1,5
NP_m_66_tri09b.wav,NP,m,66,tri,tri,1,5
NP_m_66_tri10b.wav,NP,m,66,tri,tri,1,5
NP_m_66_tri11b.wav,NP,m,66,tri,tri,1,5
NP_m_66_tri12b.wav,NP,m,66,tri,tri,1,5
NP_m_66_tri13b.wav,NP,m,66,tri,tri,1,5
NP_m_66_tri14b.wav,NP,m,66,tri,tri,1,5
NP_m_66_tri15b.wav,NP,m,66,tri,tri,1,5
NP_m_66_tri17b.wav,NP,m,66,tri,tri,1,5
NP_m_66_tri18b.wav,NP,m,66,tri,tri,1,5
PR_m_66_col00a.wav,PR,m,66,col,col,1,5
PR_m_66_col01b.wav,PR,m,66,col,col,1,5
PR_m_66_col01c.wav,PR,m,66,col,col,1,5
