File,Selection,Gender,Speaker ID,y_true,y_pred,Dataset
NP_f_36_rab16b.wav,NP,f,36,rab,rab,train
PR_f_36_gio04c.wav,PR,f,36,gio,gio,train
NP_f_36_col10b.wav,NP,f,36,col,col,train
NP_f_36_dis12b.wav,NP,f,36,dis,dis,train
NP_f_36_tri06b.wav,NP,f,36,tri,tri,train
NP_f_36_pau00a.wav,NP,f,36,pau,pau,train
NP_f_36_pau02c.wav,NP,f,36,pau,pau,train
NP_f_36_tri05c.wav,NP,f,36,tri,tri,train
NP_f_36_gio06c.wav,NP,f,36,gio,gio,train
PR_f_36_tri01c.wav,PR,f,36,tri,tri,train
NP_f_36_pau06c.wav,NP,f,36,pau,pau,train
NP_f_36_dis10b.wav,NP,f,36,dis,dis,train
NP_f_36_sor11b.wav,NP,f,36,sor,sor,train
NP_f_36_tri05b.wav,NP,f,36,tri,tri,train
NP_f_36_gio01b.wav,NP,f,36,gio,gio,train
NP_f_36_sor06c.wav,NP,f,36,sor,sor,train
NP_f_36_gio09b.wav,NP,f,36,gio,gio,train
NP_f_36_dis05b.wav,NP,f,36,dis,dis,train
NP_f_36_gio03c.wav,NP,f,36,gio,gio,train
NP_f_36_col11b.wav,NP,f,36,col,col,train
NP_f_36_dis08c.wav,NP,f,36,dis,dis,train
NP_f_36_gio16b.wav,NP,f,36,gio,gio,train
NP_f_36_tri07c.wav,NP,f,36,tri,tri,train
NP_f_36_sor04c.wav,NP,f,36,sor,sor,train
NP_f_36_dis07b.wav,NP,f,36,dis,dis,train
NP_f_36_dis02b.wav,NP,f,36,dis,dis,train
NP_f_36_col02b.wav,NP,f,36,col,col,train
NP_f_36_tri08c.wav,NP,f,36,tri,tri,train
PR_f_36_tri19b.wav,PR,f,36,tri,tri,train
NP_f_36_tri12c.wav,NP,f,36,tri,tri,train
NP_f_36_col09b.wav,NP,f,36,col,col,train
NP_f_36_rab09b.wav,NP,f,36,rab,rab,train
NP_f_36_tri04b.wav,NP,f,36,tri,tri,train
NP_f_36_rab02c.wav,NP,f,36,rab,rab,train
NP_f_36_pau07b.wav,NP,f,36,pau,pau,train
PR_f_36_pau01c.wav,PR,f,36,pau,pau,train
NP_f_36_tri12b.wav,NP,f,36,tri,tri,train
NP_f_36_dis03b.wav,NP,f,36,dis,dis,train
NP_f_36_rab07c.wav,NP,f,36,rab,rab,train
NP_f_36_tri00a.wav,NP,f,36,tri,tri,train
NP_f_36_tri10b.wav,NP,f,36,tri,tri,train
NP_f_36_gio05c.wav,NP,f,36,gio,gio,train
NP_f_36_rab08b.wav,NP,f,36,rab,rab,train
NP_f_36_dis13c.wav,NP,f,36,dis,dis,train
NP_f_36_dis12c.wav,NP,f,36,dis,dis,train
NP_f_36_pau04c.wav,NP,f,36,pau,pau,train
NP_f_36_dis15b.wav,NP,f,36,dis,dis,train
NP_f_36_sor05b.wav,NP,f,36,sor,sor,train
NP_f_36_dis01b.wav,NP,f,36,dis,dis,train
PR_f_36_col04c.wav,PR,f,36,col,col,train
NP_f_36_rab01c.wav,NP,f,36,rab,rab,train
NP_f_36_gio20b.wav,NP,f,36,gio,gio,train
NP_f_36_dis08b.wav,NP,f,36,dis,dis,train
NP_f_36_col05b.wav,NP,f,36,col,col,train
NP_f_36_col04b.wav,NP,f,36,col,col,train
NP_f_36_gio07c.wav,NP,f,36,gio,gio,train
NP_f_36_rab15b.wav,NP,f,36,rab,rab,train
NP_f_36_tri14b.wav,NP,f,36,tri,tri,train
NP_f_36_rab19b.wav,NP,f,36,rab,rab,train
NP_f_36_dis19b.wav,NP,f,36,dis,dis,train
NP_f_36_tri17b.wav,NP,f,36,tri,tri,train
NP_f_36_gio03b.wav,NP,f,36,gio,gio,train
NP_f_36_pau04b.wav,NP,f,36,pau,pau,train
NP_f_36_rab09c.wav,NP,f,36,rab,rab,train
NP_f_36_dis10c.wav,NP,f,36,dis,dis,train
NP_f_36_sor09b.wav,NP,f,36,sor,sor,train
NP_f_36_gio00a.wav,NP,f,36,gio,gio,train
NP_f_36_pau11c.wav,NP,f,36,pau,pau,train
NP_f_36_pau05c.wav,NP,f,36,pau,pau,train
NP_f_36_rab03c.wav,NP,f,36,rab,rab,train
NP_f_36_pau08b.wav,NP,f,36,pau,pau,train
NP_f_36_sor06b.wav,NP,f,36,sor,sor,train
PR_f_36_col03c.wav,PR,f,36,col,col,train
NP_f_36_gio09c.wav,NP,f,36,gio,gio,train
PR_f_36_col06c.wav,PR,f,36,col,col,train
NP_f_36_rab13b.wav,NP,f,36,rab,rab,train
NP_f_36_pau05b.wav,NP,f,36,pau,pau,train
NP_f_36_rab14b.wav,NP,f,36,rab,rab,train
PR_f_36_gio10b.wav,PR,f,36,gio,gio,train
NP_f_36_tri01b.wav,NP,f,36,tri,tri,train
NP_f_36_tri09b.wav,NP,f,36,tri,tri,train
NP_f_36_rab10c.wav,NP,f,36,rab,rab,train
NP_f_36_dis09c.wav,NP,f,36,dis,dis,train
NP_f_36_tri10c.wav,NP,f,36,tri,tri,train
NP_f_36_gio06b.wav,NP,f,36,gio,gio,train
NP_f_36_gio14b.wav,NP,f,36,gio,gio,train
NP_f_36_sor10b.wav,NP,f,36,sor,sor,train
NP_f_36_col00a.wav,NP,f,36,col,col,train
NP_f_36_sor13b.wav,NP,f,36,sor,sor,train
