File,Selection,Gender,Speaker ID,y_true,y_pred,Train,Fold
NP_m_27_col00a.wav,NP,m,27,col,col,1,5
NP_m_27_col03b.wav,NP,m,27,col,col,1,5
NP_m_27_col04b.wav,NP,m,27,col,col,1,5
NP_m_27_col05b.wav,NP,m,27,col,col,1,5
NP_m_27_col06b.wav,NP,m,27,col,col,1,5
NP_m_27_col07b.wav,NP,m,27,col,col,1,5
NP_m_27_col08b.wav,NP,m,27,col,col,1,5
NP_m_27_col09b.wav,NP,m,27,col,col,1,5
NP_m_27_col10b.wav,NP,m,27,col,col,1,5
NP_m_27_col11b.wav,NP,m,27,col,col,1,5
NP_m_27_col12b.wav,NP,m,27,col,col,1,5
NP_m_27_col13b.wav,NP,m,27,col,col,1,5
NP_m_27_dis01b.wav,NP,m,27,dis,dis,1,5
NP_m_27_dis02b.wav,NP,m,27,dis,dis,1,5
NP_m_27_dis03b.wav,NP,m,27,dis,dis,1,5
NP_m_27_dis04b.wav,NP,m,27,dis,dis,1,5
NP_m_27_dis05b.wav,NP,m,27,dis,dis,1,5
NP_m_27_dis08b.wav,NP,m,27,dis,dis,1,5
NP_m_27_dis10b.wav,NP,m,27,dis,dis,1,5
NP_m_27_dis11b.wav,NP,m,27,dis,dis,1,5
NP_m_27_dis12b.wav,NP,m,27,dis,dis,1,5
NP_m_27_dis13b.wav,NP,m,27,dis,dis,1,5
NP_m_27_dis14b.wav,NP,m,27,dis,dis,1,5
NP_m_27_dis15b.wav,NP,m,27,dis,dis,1,5
NP_m_27_dis16b.wav,NP,m,27,dis,dis,1,5
NP_m_27_dis17b.wav,NP,m,27,dis,dis,1,5
NP_m_27_dis18b.wav,NP,m,27,dis,dis,1,5
NP_m_27_dis19b.wav,NP,m,27,dis,dis,1,5
NP_m_27_dis20b.wav,NP,m,27,dis,dis,1,5
NP_m_27_dis21b.wav,NP,m,27,dis,dis,1,5
NP_m_27_dis23b.wav,NP,m,27,dis,dis,1,5
NP_m_27_gio00a.wav,NP,m,27,gio,gio,1,5
NP_m_27_gio01b.wav,NP,m,27,gio,gio,1,5
NP_m_27_gio02b.wav,NP,m,27,gio,gio,1,5
NP_m_27_gio03b.wav,NP,m,27,gio,gio,1,5
NP_m_27_gio04b.wav,NP,m,27,gio,gio,1,5
NP_m_27_gio05b.wav,NP,m,27,gio,gio,1,5
NP_m_27_gio06b.wav,NP,m,27,gio,gio,1,5
NP_m_27_gio07b.wav,NP,m,27,gio,gio,1,5
NP_m_27_gio08b.wav,NP,m,27,gio,gio,1,5
NP_m_27_gio09b.wav,NP,m,27,gio,gio,1,5
NP_m_27_gio10b.wav,NP,m,27,gio,gio,1,5
NP_m_27_gio11b.wav,NP,m,27,gio,gio,1,5
NP_m_27_gio12b.wav,NP,m,27,gio,gio,1,5
