File,Selection,Gender,Speaker ID,y_true,y_pred,Dataset
NP_m_23_rab18b.wav,NP,m,23,rab,rab,train
NP_m_23_gio01b.wav,NP,m,23,gio,gio,train
PR_m_23_pau13b.wav,PR,m,23,pau,pau,train
NP_m_23_gio05b.wav,NP,m,23,gio,gio,train
NP_m_23_rab09b.wav,NP,m,23,rab,rab,train
NP_m_23_rab02b.wav,NP,m,23,rab,rab,train
NP_m_23_col10b.wav,NP,m,23,col,col,train
PR_m_23_rab00a.wav,PR,m,23,rab,rab,train
NP_m_23_col03b.wav,NP,m,23,col,col,train
PR_m_23_sor09b.wav,PR,m,23,sor,sor,train
NP_m_23_dis12b.wav,NP,m,23,dis,dis,train
NP_m_23_dis20b.wav,NP,m,23,dis,dis,train
NP_m_23_dis16b.wav,NP,m,23,dis,dis,train
NP_m_23_rab08b.wav,NP,m,23,rab,rab,train
PR_m_23_tri05b.wav,PR,m,23,tri,tri,train
PR_m_23_tri14b.wav,PR,m,23,tri,tri,train
NP_m_23_gio16b.wav,NP,m,23,gio,gio,train
NP_m_23_rab07b.wav,NP,m,23,rab,rab,train
PR_m_23_tri03b.wav,PR,m,23,tri,tri,train
NP_m_23_col06b.wav,NP,m,23,col,col,train
NP_m_23_dis10b.wav,NP,m,23,dis,dis,train
NP_m_23_dis08b.wav,NP,m,23,dis,dis,train
NP_m_23_gio00a.wav,NP,m,23,gio,gio,train
NP_m_23_dis03b.wav,NP,m,23,dis,dis,train
NP_m_23_dis19b.wav,NP,m,23,dis,dis,train
NP_m_23_dis04b.wav,NP,m,23,dis,dis,train
NP_m_23_rab05b.wav,NP,m,23,rab,rab,train
PR_m_23_tri09b.wav,PR,m,23,tri,tri,train
PR_m_23_tri18b.wav,PR,m,23,tri,tri,train
PR_m_23_rab16b.wav,PR,m,23,rab,rab,train
PR_m_23_pau14b.wav,PR,m,23,pau,pau,train
NP_m_23_rab17b.wav,NP,m,23,rab,rab,train
NP_m_23_pau10b.wav,NP,m,23,pau,pau,train
NP_m_23_gio03b.wav,NP,m,23,gio,gio,train
PR_m_23_tri10b.wav,PR,m,23,tri,tri,train
NP_m_23_sor01b.wav,NP,m,23,sor,sor,train
NP_m_23_col05b.wav,NP,m,23,col,col,train
NP_m_23_dis09b.wav,NP,m,23,dis,dis,train
NP_m_23_rab20b.wav,NP,m,23,rab,rab,train
NP_m_23_sor04b.wav,NP,m,23,sor,sor,train
NP_m_23_tri19b.wav,NP,m,23,tri,tri,train
PR_m_23_rab14b.wav,PR,m,23,rab,rab,train
PR_m_23_gio17b.wav,PR,m,23,gio,gio,train
NP_m_23_dis17b.wav,NP,m,23,dis,dis,train
NP_m_23_pau08b.wav,NP,m,23,pau,pau,train
NP_m_23_pau11b.wav,NP,m,23,pau,pau,train
NP_m_23_sor02b.wav,NP,m,23,sor,sor,train
NP_m_23_pau03b.wav,NP,m,23,pau,pau,train
NP_m_23_gio09b.wav,NP,m,23,gio,gio,train
NP_m_23_gio08b.wav,NP,m,23,gio,gio,train
PR_m_23_rab15b.wav,PR,m,23,rab,rab,train
PR_m_23_tri13b.wav,PR,m,23,tri,tri,train
NP_m_23_gio07b.wav,NP,m,23,gio,gio,train
NP_m_23_dis00a.wav,NP,m,23,dis,dis,train
PR_m_23_tri02b.wav,PR,m,23,tri,tri,train
PR_m_23_tri07b.wav,PR,m,23,tri,tri,train
PR_m_23_col00a.wav,PR,m,23,col,col,train
NP_m_23_gio10b.wav,NP,m,23,gio,gio,train
PR_m_23_tri16b.wav,PR,m,23,tri,tri,train
NP_m_23_rab19b.wav,NP,m,23,rab,rab,train
NP_m_23_pau06b.wav,NP,m,23,pau,pau,train
NP_m_23_pau07b.wav,NP,m,23,pau,pau,train
NP_m_23_col09b.wav,NP,m,23,col,col,train
NP_m_23_sor03b.wav,NP,m,23,sor,sor,train
PR_m_23_gio18b.wav,PR,m,23,gio,gio,train
PR_m_23_sor07b.wav,PR,m,23,sor,sor,train
PR_m_23_pau00a.wav,PR,m,23,pau,pau,train
PR_m_23_tri08b.wav,PR,m,23,tri,tri,train
NP_m_23_dis15b.wav,NP,m,23,dis,dis,train
NP_m_23_sor13b.wav,NP,m,23,sor,sor,train
PR_m_23_col12b.wav,PR,m,23,col,col,train
NP_m_23_col02b.wav,NP,m,23,col,col,train
NP_m_23_col08b.wav,NP,m,23,col,col,train
PR_m_23_tri11b.wav,PR,m,23,tri,tri,train
PR_m_23_sor05b.wav,PR,m,23,sor,sor,train
NP_m_23_rab01b.wav,NP,m,23,rab,rab,train
NP_m_23_dis13b.wav,NP,m,23,dis,dis,train
NP_m_23_gio14b.wav,NP,m,23,gio,gio,train
PR_m_23_pau15b.wav,PR,m,23,pau,pau,train
PR_m_23_sor00a.wav,PR,m,23,sor,sor,train
NP_m_23_col01b.wav,NP,m,23,col,col,dev
PR_m_23_sor06b.wav,PR,m,23,sor,sor,dev
