File,Selection,Gender,Speaker ID,y_true,y_pred,Train,Fold
NP_m_06_col00a.wav,NP,m,6,col,col,1,5
NP_m_06_col01b.wav,NP,m,6,col,col,1,5
NP_m_06_col03b.wav,NP,m,6,col,col,1,5
NP_m_06_col04b.wav,NP,m,6,col,col,1,5
NP_m_06_col05b.wav,NP,m,6,col,col,1,5
NP_m_06_col06b.wav,NP,m,6,col,col,1,5
NP_m_06_col07b.wav,NP,m,6,col,col,1,5
NP_m_06_col08b.wav,NP,m,6,col,col,1,5
NP_m_06_col09b.wav,NP,m,6,col,col,1,5
NP_m_06_col10b.wav,NP,m,6,col,col,1,5
NP_m_06_col11b.wav,NP,m,6,col,col,1,5
NP_m_06_col12b.wav,NP,m,6,col,col,1,5
NP_m_06_col13b.wav,NP,m,6,col,col,1,5
NP_m_06_dis01b.wav,NP,m,6,dis,dis,1,5
NP_m_06_dis02b.wav,NP,m,6,dis,dis,1,5
NP_m_06_dis03b.wav,NP,m,6,dis,dis,1,5
NP_m_06_dis04b.wav,NP,m,6,dis,dis,1,5
NP_m_06_dis05b.wav,NP,m,6,dis,dis,1,5
NP_m_06_dis08b.wav,NP,m,6,dis,dis,1,5
NP_m_06_dis11b.wav,NP,m,6,dis,dis,1,5
NP_m_06_dis12b.wav,NP,m,6,dis,dis,1,5
NP_m_06_dis13b.wav,NP,m,6,dis,dis,1,5
NP_m_06_dis14b.wav,NP,m,6,dis,dis,1,5
NP_m_06_dis16b.wav,NP,m,6,dis,dis,1,5
NP_m_06_dis19b.wav,NP,m,6,dis,dis,1,5
NP_m_06_dis20b.wav,NP,m,6,dis,dis,1,5
NP_m_06_dis21b.wav,NP,m,6,dis,dis,1,5
NP_m_06_dis23b.wav,NP,m,6,dis,dis,1,5
NP_m_06_gio00a.wav,NP,m,6,gio,gio,1,5
NP_m_06_gio01b.wav,NP,m,6,gio,gio,1,5
NP_m_06_gio02b.wav,NP,m,6,gio,gio,1,5
NP_m_06_gio03b.wav,NP,m,6,gio,gio,1,5
NP_m_06_gio04b.wav,NP,m,6,gio,gio,1,5
NP_m_06_gio05b.wav,NP,m,6,gio,gio,1,5
NP_m_06_gio06b.wav,NP,m,6,gio,gio,1,5
NP_m_06_gio07b.wav,NP,m,6,gio,gio,1,5
NP_m_06_gio11b.wav,NP,m,6,gio,gio,1,5
NP_m_06_gio12b.wav,NP,m,6,gio,gio,1,5
NP_m_06_gio14b.wav,NP,m,6,gio,gio,1,5
NP_m_06_gio15b.wav,NP,m,6,gio,gio,1,5
NP_m_06_gio16b.wav,NP,m,6,gio,gio,1,5
NP_m_06_gio17b.wav,NP,m,6,gio,gio,1,5
NP_m_06_gio18b.wav,NP,m,6,gio,gio,1,5
NP_m_06_gio20b.wav,NP,m,6,gio,gio,1,5
NP_m_06_pau00a.wav,NP,m,6,pau,pau,1,5
NP_m_06_pau01b.wav,NP,m,6,pau,pau,1,5
NP_m_06_pau05b.wav,NP,m,6,pau,pau,1,5
NP_m_06_pau06b.wav,NP,m,6,pau,pau,1,5
NP_m_06_pau07b.wav,NP,m,6,pau,pau,1,5
NP_m_06_pau08b.wav,NP,m,6,pau,pau,1,5
NP_m_06_pau09b.wav,NP,m,6,pau,pau,1,5
NP_m_06_pau10b.wav,NP,m,6,pau,pau,1,5
NP_m_06_pau12b.wav,NP,m,6,pau,pau,1,5
NP_m_06_pau14b.wav,NP,m,6,pau,pau,1,5
NP_m_06_pau15b.wav,NP,m,6,pau,pau,1,5
NP_m_06_rab00a.wav,NP,m,6,rab,rab,1,5
NP_m_06_rab01b.wav,NP,m,6,rab,rab,1,5
NP_m_06_rab02b.wav,NP,m,6,rab,rab,1,5
NP_m_06_rab04b.wav,NP,m,6,rab,rab,1,5
NP_m_06_rab05b.wav,NP,m,6,rab,rab,1,5
NP_m_06_rab06b.wav,NP,m,6,rab,rab,1,5
NP_m_06_rab07b.wav,NP,m,6,rab,rab,1,5
NP_m_06_rab08b.wav,NP,m,6,rab,rab,1,5
NP_m_06_rab10b.wav,NP,m,6,rab,rab,1,5
NP_m_06_rab11b.wav,NP,m,6,rab,rab,1,5
NP_m_06_rab14b.wav,NP,m,6,rab,rab,1,5
NP_m_06_rab15b.wav,NP,m,6,rab,rab,1,5
NP_m_06_rab16b.wav,NP,m,6,rab,rab,1,5
NP_m_06_rab17b.wav,NP,m,6,rab,rab,1,5
NP_m_06_rab18b.wav,NP,m,6,rab,rab,1,5
NP_m_06_rab19b.wav,NP,m,6,rab,rab,1,5
NP_m_06_rab20b.wav,NP,m,6,rab,rab,1,5
NP_m_06_sor01b.wav,NP,m,6,sor,sor,1,5
NP_m_06_sor02b.wav,NP,m,6,sor,sor,1,5
NP_m_06_sor04b.wav,NP,m,6,sor,sor,1,5
NP_m_06_sor07b.wav,NP,m,6,sor,sor,1,5
NP_m_06_sor08b.wav,NP,m,6,sor,sor,1,5
