File,Selection,Gender,Speaker ID,y_true,y_pred,Train,Fold
NP_m_12_col00a.wav,NP,m,12,col,col,1,5
NP_m_12_col01b.wav,NP,m,12,col,col,1,5
NP_m_12_col03b.wav,NP,m,12,col,col,1,5
NP_m_12_col04b.wav,NP,m,12,col,col,1,5
NP_m_12_col05b.wav,NP,m,12,col,col,1,5
NP_m_12_col06b.wav,NP,m,12,col,col,1,5
NP_m_12_col07b.wav,NP,m,12,col,col,1,5
NP_m_12_col08b.wav,NP,m,12,col,col,1,5
NP_m_12_col09b.wav,NP,m,12,col,col,1,5
NP_m_12_col10b.wav,NP,m,12,col,col,1,5
NP_m_12_col11b.wav,NP,m,12,col,col,1,5
NP_m_12_col12b.wav,NP,m,12,col,col,1,5
NP_m_12_col13b.wav,NP,m,12,col,col,1,5
NP_m_12_dis01b.wav,NP,m,12,dis,dis,1,5
NP_m_12_dis02b.wav,NP,m,12,dis,dis,1,5
NP_m_12_dis03b.wav,NP,m,12,dis,dis,1,5
NP_m_12_dis04b.wav,NP,m,12,dis,dis,1,5
NP_m_12_dis05b.wav,NP,m,12,dis,dis,1,5
NP_m_12_dis08b.wav,NP,m,12,dis,dis,1,5
NP_m_12_dis10b.wav,NP,m,12,dis,dis,1,5
NP_m_12_dis11b.wav,NP,m,12,dis,dis,1,5
NP_m_12_dis12b.wav,NP,m,12,dis,dis,1,5
NP_m_12_dis13b.wav,NP,m,12,dis,dis,1,5
NP_m_12_dis14b.wav,NP,m,12,dis,dis,1,5
NP_m_12_dis15b.wav,NP,m,12,dis,dis,1,5
NP_m_12_dis16b.wav,NP,m,12,dis,dis,1,5
NP_m_12_dis19b.wav,NP,m,12,dis,dis,1,5
NP_m_12_dis20b.wav,NP,m,12,dis,dis,1,5
NP_m_12_dis21b.wav,NP,m,12,dis,dis,1,5
NP_m_12_dis23b.wav,NP,m,12,dis,dis,1,5
NP_m_12_gio00a.wav,NP,m,12,gio,gio,1,5
NP_m_12_gio01b.wav,NP,m,12,gio,gio,1,5
NP_m_12_gio02b.wav,NP,m,12,gio,gio,1,5
NP_m_12_gio03b.wav,NP,m,12,gio,gio,1,5
NP_m_12_gio04b.wav,NP,m,12,gio,gio,1,5
NP_m_12_gio05b.wav,NP,m,12,gio,gio,1,5
NP_m_12_gio06b.wav,NP,m,12,gio,gio,1,5
NP_m_12_gio07b.wav,NP,m,12,gio,gio,1,5
NP_m_12_gio11b.wav,NP,m,12,gio,gio,1,5
NP_m_12_gio12b.wav,NP,m,12,gio,gio,1,5
NP_m_12_gio15b.wav,NP,m,12,gio,gio,1,5
NP_m_12_gio16b.wav,NP,m,12,gio,gio,1,5
NP_m_12_gio17b.wav,NP,m,12,gio,gio,1,5
NP_m_12_gio18b.wav,NP,m,12,gio,gio,1,5
NP_m_12_gio20b.wav,NP,m,12,gio,gio,1,5
NP_m_12_pau00a.wav,NP,m,12,pau,pau,1,5
NP_m_12_pau02b.wav,NP,m,12,pau,pau,1,5
NP_m_12_pau03b.wav,NP,m,12,pau,pau,1,5
NP_m_12_pau04b.wav,NP,m,12,pau,pau,1,5
NP_m_12_pau05b.wav,NP,m,12,pau,pau,1,5
NP_m_12_pau06b.wav,NP,m,12,pau,pau,1,5
NP_m_12_pau07b.wav,NP,m,12,pau,pau,1,5
NP_m_12_pau08b.wav,NP,m,12,pau,pau,1,5
NP_m_12_pau09b.wav,NP,m,12,pau,pau,1,5
NP_m_12_pau12b.wav,NP,m,12,pau,pau,1,5
NP_m_12_pau13b.wav,NP,m,12,pau,pau,1,5
NP_m_12_pau14b.wav,NP,m,12,pau,pau,1,5
NP_m_12_pau15b.wav,NP,m,12,pau,pau,1,5
NP_m_12_rab00a.wav,NP,m,12,rab,rab,1,5
NP_m_12_rab01b.wav,NP,m,12,rab,rab,1,5
NP_m_12_rab02b.wav,NP,m,12,rab,rab,1,5
NP_m_12_rab03b.wav,NP,m,12,rab,rab,1,5
NP_m_12_rab04b.wav,NP,m,12,rab,rab,1,5
NP_m_12_rab05b.wav,NP,m,12,rab,rab,1,5
NP_m_12_rab07b.wav,NP,m,12,rab,rab,1,5
NP_m_12_rab08b.wav,NP,m,12,rab,rab,1,5
NP_m_12_rab10b.wav,NP,m,12,rab,rab,1,5
NP_m_12_rab11b.wav,NP,m,12,rab,rab,1,5
NP_m_12_rab12b.wav,NP,m,12,rab,rab,1,5
NP_m_12_rab13b.wav,NP,m,12,rab,rab,1,5
NP_m_12_rab14b.wav,NP,m,12,rab,rab,1,5
NP_m_12_rab15b.wav,NP,m,12,rab,rab,1,5
NP_m_12_rab16b.wav,NP,m,12,rab,rab,1,5
NP_m_12_rab18b.wav,NP,m,12,rab,rab,1,5
NP_m_12_rab19b.wav,NP,m,12,rab,rab,1,5
NP_m_12_rab20b.wav,NP,m,12,rab,rab,1,5
NP_m_12_sor03b.wav,NP,m,12,sor,sor,1,5
NP_m_12_sor04b.wav,NP,m,12,sor,sor,1,5
NP_m_12_sor05b.wav,NP,m,12,sor,sor,1,5
NP_m_12_sor06b.wav,NP,m,12,sor,sor,1,5
NP_m_12_sor12b.wav,NP,m,12,sor,sor,1,5
NP_m_12_sor13b.wav,NP,m,12,sor,sor,1,5
NP_m_12_tri02b.wav,NP,m,12,tri,tri,1,5
NP_m_12_tri03b.wav,NP,m,12,tri,tri,1,5
NP_m_12_tri04b.wav,NP,m,12,tri,tri,1,5
NP_m_12_tri12b.wav,NP,m,12,tri,tri,1,5
NP_m_12_tri14b.wav,NP,m,12,tri,tri,1,5
NP_m_12_tri15b.wav,NP,m,12,tri,tri,1,5
NP_m_12_tri18b.wav,NP,m,12,tri,tri,1,5
PR_m_12_sor00a.wav,PR,m,12,sor,sor,1,5
PR_m_12_sor09b.wav,PR,m,12,sor,sor,1,5
PR_m_12_sor10b.wav,PR,m,12,sor,sor,1,5
PR_m_12_tri00a.wav,PR,m,12,tri,tri,1,5
PR_m_12_tri01b.wav,PR,m,12,tri,tri,1,5
PR_m_12_tri05b.wav,PR,m,12,tri,tri,1,5
PR_m_12_tri06b.wav,PR,m,12,tri,tri,1,5
PR_m_12_tri07b.wav,PR,m,12,tri,tri,1,5
PR_m_12_tri08b.wav,PR,m,12,tri,tri,1,5
PR_m_12_tri09b.wav,PR,m,12,tri,tri,1,5
PR_m_12_tri10b.wav,PR,m,12,tri,tri,1,5
NP_m_12_col02b.wav,NP,m,12,col,gio,0,5
NP_m_12_dis00a.wav,NP,m,12,dis,gio,0,5
NP_m_12_dis06b.wav,NP,m,12,dis,col,0,5
NP_m_12_dis07b.wav,NP,m,12,dis,dis,0,5
NP_m_12_dis09b.wav,NP,m,12,dis,rab,0,5
NP_m_12_pau01b.wav,NP,m,12,pau,gio,0,5
NP_m_12_pau10b.wav,NP,m,12,pau,tri,0,5
NP_m_12_rab06b.wav,NP,m,12,rab,dis,0,5
NP_m_12_rab09b.wav,NP,m,12,rab,rab,0,5
NP_m_12_rab17b.wav,NP,m,12,rab,rab,0,5
NP_m_12_sor01b.wav,NP,m,12,sor,rab,0,5
NP_m_12_sor02b.wav,NP,m,12,sor,rab,0,5
NP_m_12_sor11b.wav,NP,m,12,sor,dis,0,5
NP_m_12_tri13b.wav,NP,m,12,tri,col,0,5
NP_m_12_tri16b.wav,NP,m,12,tri,tri,0,5
NP_m_12_tri17b.wav,NP,m,12,tri,tri,0,5
PR_m_12_sor07b.wav,PR,m,12,sor,dis,0,5
PR_m_12_sor08b.wav,PR,m,12,sor,gio,0,5
PR_m_12_tri11b.wav,PR,m,12,tri,tri,0,5
NP_m_12_col00a.wav,NP,m,12,col,col,1,4
NP_m_12_col02b.wav,NP,m,12,col,col,1,4
NP_m_12_col03b.wav,NP,m,12,col,col,1,4
NP_m_12_col04b.wav,NP,m,12,col,col,1,4
NP_m_12_col05b.wav,NP,m,12,col,col,1,4
NP_m_12_col06b.wav,NP,m,12,col,col,1,4
NP_m_12_col07b.wav,NP,m,12,col,col,1,4
NP_m_12_col08b.wav,NP,m,12,col,col,1,4
NP_m_12_col09b.wav,NP,m,12,col,col,1,4
NP_m_12_col10b.wav,NP,m,12,col,col,1,4
NP_m_12_col11b.wav,NP,m,12,col,col,1,4
NP_m_12_col12b.wav,NP,m,12,col,col,1,4
NP_m_12_col13b.wav,NP,m,12,col,col,1,4
NP_m_12_dis00a.wav,NP,m,12,dis,dis,1,4
NP_m_12_dis01b.wav,NP,m,12,dis,dis,1,4
NP_m_12_dis02b.wav,NP,m,12,dis,dis,1,4
NP_m_12_dis03b.wav,NP,m,12,dis,dis,1,4
NP_m_12_dis04b.wav,NP,m,12,dis,dis,1,4
NP_m_12_dis05b.wav,NP,m,12,dis,dis,1,4
NP_m_12_dis06b.wav,NP,m,12,dis,dis,1,4
NP_m_12_dis07b.wav,NP,m,12,dis,dis,1,4
NP_m_12_dis08b.wav,NP,m,12,dis,dis,1,4
NP_m_12_dis09b.wav,NP,m,12,dis,dis,1,4
NP_m_12_dis10b.wav,NP,m,12,dis,dis,1,4
NP_m_12_dis11b.wav,NP,m,12,dis,dis,1,4
NP_m_12_dis12b.wav,NP,m,12,dis,dis,1,4
NP_m_12_dis13b.wav,NP,m,12,dis,dis,1,4
NP_m_12_dis14b.wav,NP,m,12,dis,dis,1,4
NP_m_12_dis16b.wav,NP,m,12,dis,dis,1,4
NP_m_12_dis19b.wav,NP,m,12,dis,dis,1,4
NP_m_12_dis21b.wav,NP,m,12,dis,dis,1,4
NP_m_12_dis23b.wav,NP,m,12,dis,dis,1,4
NP_m_12_gio00a.wav,NP,m,12,gio,gio,1,4
NP_m_12_gio01b.wav,NP,m,12,gio,gio,1,4
NP_m_12_gio03b.wav,NP,m,12,gio,gio,1,4
NP_m_12_gio04b.wav,NP,m,12,gio,gio,1,4
NP_m_12_gio05b.wav,NP,m,12,gio,gio,1,4
NP_m_12_gio07b.wav,NP,m,12,gio,gio,1,4
NP_m_12_gio11b.wav,NP,m,12,gio,gio,1,4
NP_m_12_gio12b.wav,NP,m,12,gio,gio,1,4
NP_m_12_gio15b.wav,NP,m,12,gio,gio,1,4
NP_m_12_gio16b.wav,NP,m,12,gio,gio,1,4
NP_m_12_gio17b.wav,NP,m,12,gio,gio,1,4
NP_m_12_gio20b.wav,NP,m,12,gio,gio,1,4
NP_m_12_pau00a.wav,NP,m,12,pau,pau,1,4
NP_m_12_pau01b.wav,NP,m,12,pau,pau,1,4
NP_m_12_pau03b.wav,NP,m,12,pau,pau,1,4
NP_m_12_pau04b.wav,NP,m,12,pau,pau,1,4
NP_m_12_pau05b.wav,NP,m,12,pau,pau,1,4
NP_m_12_pau06b.wav,NP,m,12,pau,pau,1,4
NP_m_12_pau10b.wav,NP,m,12,pau,pau,1,4
NP_m_12_pau13b.wav,NP,m,12,pau,pau,1,4
NP_m_12_pau15b.wav,NP,m,12,pau,pau,1,4
NP_m_12_rab00a.wav,NP,m,12,rab,rab,1,4
NP_m_12_rab01b.wav,NP,m,12,rab,rab,1,4
NP_m_12_rab02b.wav,NP,m,12,rab,rab,1,4
